,Pret_Raw,Full_Description,Suprafata_Utila,Nr_Camere,An_Constructie,Zona
2237,126 500 €,"1 |  /  | 10 | 126 500 € | 1782 €/m² | Apartament 3 camere decomandat - etajul 2 - 71mp - geam la baie | Alexandru Cel Bun, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 71 m² | Etaj | 2 etajul | Vezi descrierea anunțului | Va propun spre vanzare un apartament cu 3 camere decomandat, 71mp, situat la etajul 2 al unui bloc de 10 etaje construit in anul 1975 din placi de beton in zona Alexandru cel Bun - Parcul Voievozilor.... | IDEAL HOME | Agenție imobiliară",71.0,3.0,1975.0,Alexandru Cel Bun
2243,125 000 €,"1 |  /  | 13 | 125 000 € | 1984 €/m² | Apartament 2 camere, intabulat 63 mp | Frumoasa, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 63 m² | Etaj | 1 etajul | Vezi descrierea anunțului | Descoperiți oportunitatea de a vă achiziționa propriul apartament într-un complex nou și modern din inima cartierului Frumoasa(Manta Rosie residence). Acest apartament spațios de 2 camere este disponi... | Smart Imobiliare | Agenție imobiliară",63.0,2.0,1984.0,Frumoasa
2246,77 900 €,"1 |  /  | 11 | 77 900 € | 1650 €/m² | ALEXANDRU CEL BUN - Apartament 2 camere , nedecomandat, 47.2 mp –  7 | Alexandru Cel Bun, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 47.2 m² | Etaj | parter | Vezi descrierea anunțului | Vă propunem spre vânzare un apartament cu 2 camere, nedecomandat, situat la parterul unui bloc cu 4 etaje, construit în 1971, în cartierul Alexandru cel Bun.* Suprafață utilă: 33,2 mp + Balcon închis:... | Destine Imobiliare | Agenție imobiliară",47.2,2.0,1971.0,Alexandru Cel Bun
2247,67 000 €,"1 |  /  | 16 | 67 000 € | 1340 €/m² | Apartament 2 camere, Bucium-Visan, 50mp +CT +AC | Bucium, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 50 m² | Etaj | 4 etajul | Vezi descrierea anunțului | Cod Oferta: PG87003Compania Imobiliara PREMIER Grup va propune spre vanzare un apartament cu 2 camere, modelul open-space, cu suprafata de 50mp, situat intr-un bloc nou finalizat in anul 2015 din zona... | PREMIER Grup Imobiliare | Agenție imobiliară",50.0,2.0,2015.0,Bucium
2248,109 000 €,"1 |  /  | 9 | 109 000 € | 1453 €/m² | Apartament 3 Camere Nicolina-Belvedere | Nicolina 1, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 75 m² | Etaj | 4 etajul | Vezi descrierea anunțului | Apartament cu 3 camere si doua bai de vanzare in Iasi, zona Nicolina vis a vis de Belvedere , la blocurile de 4 niveluri constructie dupa 1984 din placi prefabricate de beton fara risc seismic.Scara b... | Magistral Imob | Agenție imobiliară",75.0,3.0,1984.0,Nicolina 1
2253,127 000 €,"1 |  /  | 11 | 127 000 € | 2117 €/m² | Nicolina - 3 Camere Decomandat - Etaj 3   - Bloc 1982 | Nicolina 1, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 60 m² | Etaj | 3 etajul | Vezi descrierea anunțului | Va propunem  spre vanzare un apartament cu  3 Camere Decomandat    , situat in zona  Nicolina Imobilul se afla la etajul 3  intru-un  bloc cu 4  nivele  , blocul fiind  construit in anul 1982  intr-o ... | IDEAL HOME | Agenție imobiliară",60.0,3.0,1982.0,Nicolina 1
2264,235 000 €,"1 |  /  | 9 | 235 000 € | 2474 €/m² | Apartament semicentral IASI 95 mp, parcare, vedere spre oras, etaj 4/6 | Centru, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 95 m² | Etaj | 4 etajul | Vezi descrierea anunțului | Iasi, apartament 3 camere, doua bai, dressing, semicentral, etaj, 4/6, 95 mp util, loc parcare, mobilat, constructie 2009, la 15-20 min. pe jos de centru, vedere neobturata spre oras, orientare S-E, | Agenție imobiliară",95.0,3.0,2009.0,Centru
2267,96 000 €,"96 000 € | 1455 €/m² | BLOC NOU - GALATA - 2 CAMERE DECOMANDAT - ETAJ 1- 66MP | Galata, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 66 m² | Etaj | 1 etajul | Vezi descrierea anunțului | Apartament cu 2 camere decomandat situat intr-un bloc din zona Galata.Punct de reper: Platou InsoritBlocul a fost construit in 2020, pe cadre de beton.Apartamentul este zituat la etajul 1 al unui bloc... | IDEAL HOME | Agenție imobiliară",66.0,2.0,2020.0,Galata
2270,95 000 €,"1 |  /  | 8 | 95 000 € | 1863 €/m² | Apartament 2 camere, mobilat, DECOMANDAT, parter, Nicolina Belvedere | Nicolina 1, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 51 m² | Etaj | parter | Vezi descrierea anunțului | Apartament cu 2 camere, DECOMANDAT, mobilat si utilat, aflat la parter inalt intr-un bloc din anul 1984 in zona Nicolina BelvedereApartamentul dispune de o suprafata de 51 mp si este compartimentat as... | Greenland Imobiliare | Agenție imobiliară",51.0,2.0,1984.0,Nicolina 1
2272,125 900 €,"1 |  /  | 12 | 125 900 € | 2289 €/m² | Ap. 2 camere, intabulat, bloc 2024,  la cheie | Podu Ros, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 55 m² | Vezi descrierea anunțului | Apartament 2 camere + boxă privată ( se vinde separat) – Tatarasi, langa tramvai, – Complet mobilat si utilat nou, intabulat, toate actele la zi, gata de locuit. Suprafață utilă: 55 mp + boxă privată ... | Blue Imobiliare | Agenție imobiliară",55.0,2.0,2024.0,Podu Ros
2281,130 000 €,"1 |  /  | 13 | 130 000 € | 1806 €/m² | Apartament cu 3 camere decomandat, 2 bai, etajul 2 - Cug - Aleea Tudor | Nicolina 1, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 72 m² | Etaj | 2 etajul | Vezi descrierea anunțului | Agentia Top Imobil va propune spre vanzare un apartament cu 3 camere, model decomandat, cu 2 Bai, situat in zona Aleea Tudor Neculai - Cug, la etajul 2 din 4 intr-un bloc din 1986.Apartamentul dispune... | Top Imobil | Agenție imobiliară",72.0,3.0,1986.0,Nicolina 1
2286,109 000 €,"1 |  /  | 6 | 109 000 € | 1453 €/m² | Apartament 3 Camere Nicolina vis a vis de Belvedere | Nicolina 2, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 75 m² | Etaj | 4 etajul | Vezi descrierea anunțului | Apartament cu 3 camere si doua bai de vanzare in Iasi, zona Nicolina vis a vis de Belvedere , la blocurile de 4 niveluri constructie dupa 1984 din placi prefabricate de beton fara risc seismic.Scara b... | Magistral Imob | Agenție imobiliară",75.0,3.0,1984.0,Nicolina 2
2294,109 000 €,"1 |  /  | 9 | 109 000 € | 2019 €/m² | Apartament 2 camere Gara | Gara, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 54 m² | Etaj | 3 etajul | Vezi descrierea anunțului | Va propunem spre vanzare un apartament cu 2 camere decomandat, renovat situat in zona Garii. Apartamentul are o suprafata de 54mp si se afla la etajul 3 al unui bloc construit in 1978. Se poate vinde ... | Smart Casa Imobiliare | Agenție imobiliară",54.0,2.0,2019.0,Gara
2298,149 000 €,"1 |  /  | 9 | 149 000 € | 2129 €/m² | Apartament 4 camere Podu Ros - Aleea Rozelor! | Aleea Rozelor, Podu Ros, Iasi, Iasi | Numărul de camere | 4 camere | Prețul pe metru pătrat | 70 m² | Etaj | parter | Vezi descrierea anunțului | Apartament 4 camere open space  Podu Ro&#537; -Aleea Rozelor!Compartimentare excelenta,  cu 3 dormitoare si zona de zi compusa din living deschis cu bucatarie, orientat SW, renovat modern 2025, liber,... | IMPERIA IMOBILIARE | Agenție imobiliară",70.0,4.0,2025.0,Aleea Rozelor
2306,140 500 €,"1 |  /  | 7 | 140 500 € | 1849 €/m² | Apartament 3 camere, 76 mp + balcon, loc parcare, Păcurari – 140.500 € | Pacurari, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 76 m² | Etaj | parter | Vezi descrierea anunțului | Apartament 3 camere SD, – Păcurari Alpha Bank

Vă propunem spre vânzare un apartament cu 3 camere SD, situat în zona Păcurari – Alpha Bank, la parterul unui imobil construit în 2016. Locuința are o ... | Stil Imobil | Agenție imobiliară",76.0,3.0,2016.0,Pacurari
2319,93 000 €,"1 |  /  | 10 | 93 000 € | 1476 €/m² | Apartament 2 camere Cug - Visoianu | Ciurea, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 63 m² | Etaj | parter | Vezi descrierea anunțului | Top Imobil va propune spre vanzare  un apartament cu 2 camere DECOMANDAT situat la Parter din 10 etaje cu curte in proprietate de 77mp intr-un bloc din 2020 in zona CUG - Carter VisoianuApartamentul d... | Top Imobil | Agenție imobiliară",63.0,2.0,2020.0,Ciurea
2321,70 000 €,"1 |  /  | 8 | 70 000 € | 1892 €/m² | Apartament o camera Gara | Uzinei, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 37 m² | Etaj | 3 etajul | Vezi descrierea anunțului | Va propunem spre vanzare un apartament cu o camera decomandat in zona Garii Iasi. Apartamentul se afla la etajul 3/4+M al unui bloc din 1975. Se vinde mobilat si utilat, ca in poze.

Zona este foart... | Smart Casa Imobiliare | Agenție imobiliară",37.0,1.0,1975.0,Uzinei
2326,176 000 €,"1 |  /  | 11 | 176 000 € | 1956 €/m² | Bloc Nou Intabulat - 3 Camere - Etaj 2 + Loc De Parcare Subteran | Manta Rosie, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 90 m² | Etaj | 2 etajul | Vezi descrierea anunțului | Apartament modern, 90,48 mp, &icirc;n complex reziden&#539;ial nou, intabulat &ndash; cu parcare subteran&#259; inclus&#259;V&#259; prezent&#259;m un apartament deosebit, situat &icirc;ntr-un complex ... | IDEAL HOME | Agenție imobiliară",90.0,3.0,1956.0,Manta Rosie
2331,185 000 €,"1 |  /  | 10 | 185 000 € | 2761 €/m² | Centru - 3 Camere -Etaj 2 - Bloc 1984 | Centru, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 67 m² | Etaj | 2 etajul | Vezi descrierea anunțului | Va propunem  spre vanzare un apartament cu 3  Camere Decomandat    , situat in zona  Centru - Anastasie Panu , renovat complet si mobilat modern .Imobilul se afla la etajul 2  intru-un  bloc cu 7  niv... | IDEAL HOME | Agenție imobiliară",67.0,3.0,1984.0,Centru
2333,189 999 €,"1 |  /  | 11 | 189 999 € | 1667 €/m² | Bloc Nou! Bucium! Apartament 4 Camere 2bai | Bucium, Iasi, Iasi | Numărul de camere | 4 camere | Prețul pe metru pătrat | 114 m² | Etaj | 3 etajul | Vezi descrierea anunțului | Va propunem spre vanzare un apartament cu 4 camere , 2 bai, situat la etajul 3 3 cu POD intr-un Bloc Nou construit in anul 2017 din zona Bucium - Lidl. Suprafata totala este de 114mp si esti compartim... | IDEAL HOME | Agenție imobiliară",114.0,4.0,2017.0,Bucium
2335,145 000 €,"1 |  /  | 17 | 145 000 € | 2417 €/m² | Ap 3 cam, D, 65 mp,loc de parcare, Moara de vant 145,000 € | Podu de Fier, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 60 m² | Etaj | parter | Vezi descrierea anunțului | Va prezentam un apartament modern cu 3 camere, decomandat,  PARTER INALT CU BALCON, INTABULAT,65mp, cu vedere la Lac Aroneanu!

 Adresă: Complex SevenMoon Reflexes
Bloc nou, finalizat în 2023
 Ved... | Stil Imobil | Agenție imobiliară",65.0,3.0,2023.0,Podu de Fier
2336,73 000 €,"1 |  /  | 7 | 73 000 € | 1659 €/m² | Apartament 2 camere BLOC NOU+ loc de parcare- Visoianu, CUG | Ciurea, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 44 m² | Etaj | 10 etajul | Vezi descrierea anunțului | Top Imobil va propune spre vanzare  un apartament cu 2 camere cu suprafata de 44 mp, model open-space situat la etajul 10  intr-un bloc NOU si INTABULAT din anul 2024 in zona CUG - Carter Visoianu.Loc... | Top Imobil | Agenție imobiliară",44.0,2.0,2024.0,Ciurea
2340,85 500 €,"1 |  /  | 13 | 85 500 € | 1988 €/m² | Apartament 2 camere, DECOMANDAT, etaj 1, BLOC NOU, Visoianu | CUG, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 43 m² | Etaj | 1 etajul | Vezi descrierea anunțului | Apartament 2 camere, DECOMANDAT, complet mobilat si utilat, aflat la ETAJUL  1 intr-un BLOC NOU din cartierul VisoianuApartamentul are o suprafata de 43 mp utili si este compus din camera de zi, dormi... | Greenland Imobiliare | Agenție imobiliară",43.0,2.0,1988.0,CUG
2343,99 900 €,"1 |  /  | 6 | 99 900 € | 1959 €/m² | Apartament 2 camere, Dacia-Bicaz, 51mp, CT | Dacia, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 51 m² | Etaj | 9 etajul | Vezi descrierea anunțului | Cod Oferta: PG86820Compania Imobiliara PREMIER Grup va propune spre achizitie un apartament cu 2 camere, modelul decomandat, avand suprafata de 51mp si aflat pe etaj intermediar, intr-un bloc neincadr... | PREMIER Grup Imobiliare | Agenție imobiliară",51.0,2.0,1959.0,Dacia
2348,85 500 €,"1 |  /  | 16 | 85 500 € | 1988 €/m² | Ap 2 Cam, DECOMANDAT, Etaj 1, Mobilat si Utilat, Bloc NOU, Capat Cug | CUG, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 43 m² | Etaj | 1 etajul | Vezi descrierea anunțului | APARTAMENT 2 CAMERE DECOMANDAT, ETAJ 1, mobilat utilat, 2 locuri de parcare in folosinta, mutare imediata;Pret: 85.500 EuroApartament cu 2 camere, total decomandat, situat la etajul 1 al unui bloc nou... | Greenland Imobiliare | Agenție imobiliară",43.0,2.0,1988.0,CUG
2351,113 990 €,"1 |  /  | 10 | 113 990 € | 2533 €/m² | OCAZIE-Ap.2 camere,zona Pacurari -Concept Residence,mobilat si utilat! | Pacurari, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 45 m² | Etaj | 9 etajul | Vezi descrierea anunțului | COD OFERTA:CP6499OPTIONAL: loc de parcare  - 12000 EuroAgentia Casa Prima va propune spre vanzare un apartament cu 2 camere, open-space cu o suprafata de 45 mp situat la etajul 9 din 9 intr-un bloc no... | Agentia CASA PRIMA | Agenție imobiliară",45.0,2.0,2000.0,Pacurari
2355,158 000 €,"1 |  /  | 10 | 158 000 € | 3762 €/m² | Apartament 2 camere, Exclusive Residence, etaj 1 | Copou, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 42 m² | Etaj | 1 etajul | Vezi descrierea anunțului | Apartamentul propus spre achizitie este situat in complexul Exclusive Residence din Copou, complex nou finalizat in anul 2016.Este impartit in hol de intrare, baie, bucatarie inchisa, dormitor si sufr... | Palace Imobiliare | Agenție imobiliară",42.0,2.0,2016.0,Copou
2357,73 000 €,"1 |  /  | 7 | 73 000 € | 1659 €/m² | Apartament 2 camere BLOC NOU+ loc de parcare- Visoianu, CUG | Ciurea, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 44 m² | Etaj | 10 etajul | Vezi descrierea anunțului | Top Imobil va propune spre vanzare  un apartament cu 2 camere cu suprafata de 44 mp, model open-space situat la etajul 10  intr-un bloc NOU si INTABULAT din anul 2024 in zona CUG - Carter Visoianu.Loc... | Top Imobil | Agenție imobiliară",44.0,2.0,2024.0,Ciurea
2363,150 000 €,"1 |  /  | 16 | 150 000 € | 1667 €/m² | 4 camere decomandat, 90 mp, bloc din 1982 zona Zimbr-Bicaz | Dacia, Iasi, Iasi | Numărul de camere | 4 camere | Prețul pe metru pătrat | 90 m² | Etaj | parter | Vezi descrierea anunțului | Top Imobil va propune spre vanzare un  apartament cu 4 camere decomandat, 90 mp la parter inalt  cu balcon intabulat, zona Zimbru-Bicaz.Imobilul detine urmatoarele--centrala termica proprie-tamplarie ... | Top Imobil | Agenție imobiliară",90.0,4.0,1982.0,Dacia
2366,145 000 €,"1 |  /  | 8 | 145 000 € | 1986 €/m² | Etaj 3/Apartament 3Camere Decomandat/81mp/Boxa la Subsol/Zona Poitiers | Manta Rosie, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 73 m² | Etaj | 3 etajul | Vezi descrierea anunțului | Etaj 3 din 4
 Complet mobilat și utilat – gata de mutat!
 Compartimentare eficientă și luminozitate naturală
 Întreținere redusă și cheltuieli echilibrate
- Centrala termica
-Izolat exterior
-Bo... | Inovaty Home Imobiliare  | Agenție imobiliară",81.0,3.0,1986.0,Manta Rosie
2370,122 000 €,"1 |  /  | 13 | 122 000 € | 1627 €/m² | Apartament 3 camere, DECOMANDAT, 75 mp, bloc 1990, Oancea | Centru, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 75 m² | Vezi descrierea anunțului | Apartament 3 camere, DECOMANDAT, complet mobilat si utilat, aflat la etajul 4/4 intr-un bloc din ANUL 1990 langa Esplanada OANCEAApartamentul are o suprafata de aproximativ 75 mp si este compus din: c... | Greenland Imobiliare | Agenție imobiliară",75.0,3.0,1990.0,Centru
2372,88 000 €,"1 |  /  | 7 | 88 000 € | 1571 €/m² | Nicolina, Belvedere, Str. Clopotari – Ap 2CD, 56Mp, 1985 | Nicolina 1, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 56 m² | Etaj | 4 etajul | Vezi descrierea anunțului | Agenția Viva Imobiliare vă propune spre achiziție în zona Nicolina, Belvedere – Str. Clopotari, un apartament cu 2 camere tip decomandat la etajul 4 – cu pod, cu o suprafață totală de 56mp, construit ... | Viva Imobiliare | Agenție imobiliară",56.0,2.0,1985.0,Nicolina 1
2375,87 610 €,"1 |  /  | 10 | 87 610 € | 1718 €/m² | OFERTA Apartament 1 camera decomandat in Copou Mega Image | Copou, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 51 m² | Etaj | 3 etajul | Vezi descrierea anunțului | Apartament cu 1 camera decomandat, disponibil in bloc nou, in Copou, cu livrare incepand cu Aprilie 2025. Complexul rezidential Rasarit de soare Dealul Zorilor Copou vine cu o noutate pe piata reziden... | Reactualizat | Partners Avenue | Agenție imobiliară",51.0,1.0,2025.0,Copou
2382,169 000 €,"1 |  /  | 9 | 169 000 € | 2600 €/m² | PF vând ap 3 camere ultracentral Tg.Cucu | Centru, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 65 m² | Etaj | 4 etajul | Vezi descrierea anunțului | PF vând ap 3 camere, ultracentral Tg Cucu (in  spatele Tribunalului nou) ,bloc 1982, et 4 din 5, mobilat si utilat complet! | Agenție imobiliară",65.0,3.0,1982.0,Centru
2387,164 900 €,"1 |  /  | 9 | 164 900 € | 1700 €/m² | Apartament 4 camere, CUG, 97mp, CT | CUG, Iasi, Iasi | Numărul de camere | 4 camere | Prețul pe metru pătrat | 97 m² | Etaj | 7 etajul | Vezi descrierea anunțului | Cod Oferta: PG86683Compania Imobiliara PREMIER Grup va propune spre vanzare un apartament cu 4 camere, modelul decomandat cu 2 bai, aflat intr-un bloc construit in 1987, neincadrat la risc seismic, di... | PREMIER Grup Imobiliare | Agenție imobiliară",97.0,4.0,1987.0,CUG
2388,165 000 €,"1 |  /  | 13 | 165 000 € | 1701 €/m² | Apartament decomandat cu 4 camere, 2 băi și 2 balcoane | Nicolina 1, Iasi, Iasi | Numărul de camere | 4 camere | Prețul pe metru pătrat | 97 m² | Etaj | 7 etajul | Vezi descrierea anunțului | Apartament 4 camere decomandat – Nicolina CUG, reper Rond CUGVa propun spre vanzare un apartament spatios, cu 4 camere decomandate, situat la etajul 7/9 al unui bloc pe cadre, construit in 1987, dotat... | FIDELIA CASA ALEXANDRU SRL | Agenție imobiliară",97.0,4.0,1987.0,Nicolina 1
2389,229 000 €,"1 |  /  | 20 | 229 000 € | 1527 €/m² | Penthouse 150 mp - 3 etaje, terasa 40 mp cu view superb | CUG, Iasi, Iasi | Numărul de camere | 4 camere | Prețul pe metru pătrat | 150 m² | Etaj | 9 etajul | Vezi descrierea anunțului | BLITZ propune spre vânzare un PENTHOUSE, situat în zona CUG, la etajul 9 al unui bloc construit în 1990. Cu o suprafață utilă de 150 mp, locuința oferă un spațiu generos și compartimentare practică.Ca... | BLITZ | Agenție imobiliară",150.0,4.0,1990.0,CUG
2396,123 900 €,"1 |  /  | 8 | 123 900 € | 1770 €/m² | Apartament cu 3 camere, 70 mp, Mircea cel Batran | Mircea cel Batran, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 70 m² | Etaj | 9 etajul | Vezi descrierea anunțului | BLITZ propune spre vânzare un apartament cu 3 camere, situat în zona Mircea cel Bătrân, la etajul 9 al unui bloc construit în 1978. Apartamentul este spațios și luminos, având o compartimentare practi... | BLITZ | Agenție imobiliară",70.0,3.0,1978.0,Mircea cel Batran
2397,92 000 €,"1 |  /  | 6 | 92 000 € | 1643 €/m² | Apartament 2 camere de vanzare Tatarasi bloc 2017 | Tatarasi Nord, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 56 m² | Etaj | parter | Vezi descrierea anunțului | Compania imobiliara Fidelia Casa va propune spre vanzare un apartament spatios cu 2 camere,model open space, plus un balcon de 4 mp avand o suprafata totala de 62mp (56 mp utili), situat la parterul u... | FIDELIA CASA ALEXANDRU SRL | Agenție imobiliară",56.0,2.0,2017.0,Tatarasi Nord
2399,95 000 €,"1 |  /  | 10 | 95 000 € | 1759 €/m² | Apartament 2 Camere Decomandat - Metalurgie | Tatarasi Sud, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 54 m² | Etaj | 4 etajul | Vezi descrierea anunțului | Agentia Top Imobil va propune spre vanzare un apartament cu 2 camere, model decomandat cu suprafata de 54mp.Proprietatea este situata la etajul 4 al unui bloc cu 4 etaje si pod, construit in anul 1980... | Top Imobil | Agenție imobiliară",54.0,2.0,1980.0,Tatarasi Sud
2400,77 000 €,"1 |  /  | 8 | 77 000 € | 1833 €/m² | Apartament 1 camera Lidl Poitiers | Manta Rosie, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 42 m² | Etaj | 3 etajul | Vezi descrierea anunțului | Va propunem spre vanzare un apartament cu 1 camera decomandat langa Lidl Poitiers. Apartamentul se afla la etajul 3/4 al unui bloc din 1990 si are o suprafata de 42mp. Se vinde mobilat si utilat, ca i... | Smart Casa Imobiliare | Agenție imobiliară",42.0,1.0,1990.0,Manta Rosie
2402,119 000 €,"1 |  /  | 9 | 119 000 € | 2380 €/m² | Apartament 2 camere CUG-Brd, BLOC NOU 2015, etaj 1 ! | CUG, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 50 m² | Etaj | 1 etajul | Vezi descrierea anunțului | Cod Oferta: CP6458Agentia Imobiliara Casa Prima va propune spre vanzare un apartament de 2 camere compartimentat open space cu o suprafata de 50 mp situat in Nicolina-BRD la etajul 1 intr-un bloc cu 5... | Agentia CASA PRIMA | Agenție imobiliară",50.0,2.0,2015.0,CUG
2404,104 900 €,"1 |  /  | 9 | 104 900 € | 1566 €/m² | Mircea cel Batran - 3 camere decomandat, mobilat si utilat. | Mircea cel Batran, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 67 m² | Etaj | 10 etajul | Vezi descrierea anunțului | Va propunem spre vanzare un apartament cu 3 camere modelul decomandat, cu suprafata de 71mp, situat la etajul 10 din 10 cu o priveliste deosebita, intr-un bloc construit in anul 1977 fara risc seismic... | Top Imobil | Agenție imobiliară",67.0,3.0,1977.0,Mircea cel Batran
2409,89 900 €,"1 |  /  | 6 | 89 900 € | 2193 €/m² | Apartament cu 2 camere in zona Canta- Bloc din 1982 | Canta, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 41 m² | Etaj | 4 etajul | Vezi descrierea anunțului | Destine Imobiliare va propune spre achizitie un apartament de 2 camere decomandate situat in judetul Iasi in zona Canta. Acesta este situat la etajul 4/4 cu pod refacut. Blocul este din anul 1982, nu ... | Destine Imobiliare | Agenție imobiliară",41.0,2.0,1982.0,Canta
2412,112 999 €,"1 |  /  | 8 | 112 999 € | 1883 €/m² | Etaj 3 | Nicolina 1, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 60 m² | Etaj | 3 etajul | Vezi descrierea anunțului | Home Imobiliare vă propune spre vânzare un apartament 3 camere, decomandat, situat la etajul 3/4, în zona Nicolina 1, prima stație după Podu Roș. Blocul a fost construit în 1981.
Suprafață utilă: 57 ... | Inovaty Home Imobiliare  | Agenție imobiliară",60.0,3.0,1981.0,Nicolina 1
2416,99 900 €,"1 |  /  | 9 | 99 900 € | 2172 €/m² | Apartament cu 2 camere decomandat de vânzare Nicolina Esplanada | Centru, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 46 m² | Etaj | 4 etajul | Vezi descrierea anunțului | Adresa: Str. Egalitatii, Nr. 1, Nicolina Esplanada
Suprafata 46,63 mp
Etaj: 4/4, acoperis tip pod,  An constructie: 1981, fara risc seismic
Pret: 99.900 EURO negociabil
Contact direct proprietar: 0741... | Agenție imobiliară",46.0,2.0,1981.0,Centru
2424,130 000 €,"1 |  /  | 13 | 130 000 € | 1806 €/m² | Apartament cu 3 camere decomandat, 2 bai, etajul 2 - Cug - Aleea Tudor | Nicolina 1, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 72 m² | Etaj | 2 etajul | Vezi descrierea anunțului | Agentia Top Imobil va propune spre vanzare un apartament cu 3 camere, model decomandat, cu 2 Bai, situat in zona Aleea Tudor Neculai - Cug, la etajul 2 din 4 intr-un bloc din 1986.Apartamentul dispune... | Top Imobil | Agenție imobiliară",72.0,3.0,1986.0,Nicolina 1
2426,81 000 €,"1 |  /  | 7 | 81 000 € | 2025 €/m² | Soleia Residence Apartament 1 camera | Pacurari, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 40 m² | Etaj | 4 etajul | Vezi descrierea anunțului | Va propunem spre vanzare un apartament cu 1 camera aflat in complexul Soleia din Valea Lupului. Apartamentul se afla la etajul 4/4 cu pod al unui bloc nou, construit cu materiale de calitate si finisa... | Smart Casa Imobiliare | Agenție imobiliară",40.0,1.0,2025.0,Pacurari
2431,128 900 €,"1 |  /  | 11 | 128 900 € | 1632 €/m² | Apartament 3 camere 2 bai Siraj | Tudor Vladimirescu, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 79 m² | Etaj | 3 etajul | Vezi descrierea anunțului | Va propunem spre vanzare un apartament cu 3 camere si 2 decomandat situat in zona Siraj din Iasi. Apartamentul se afla la etajul 3/4 al unui bloc din 1989 si are o suprafata de 79mp. Acesta se vinde m... | Smart Casa Imobiliare | Agenție imobiliară",79.0,3.0,1989.0,Tudor Vladimirescu
2433,85 000 €,"1 |  /  | 8 | 85 000 € | 1545 €/m² | Nicolina - 2 Camere Decomandat - Bloc 1989 - 55Mp | Nicolina 1, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 55 m² | Etaj | 4 etajul | Vezi descrierea anunțului | Va propunem  spre vanzare un apartament cu 2 camere decomandat  renovat  si mobilat   , situat in zona Nicolina - Biserica Catolica Imobilul se afla la etajul 4    al unui bloc  cu  4 nivele .Blocul f... | IDEAL HOME | Agenție imobiliară",55.0,2.0,1989.0,Nicolina 1
