Titlu,Pret_EUR,Pret_Raw,Link,Descriere_Completa,Descriere_Preview
Apartament 38 mp | Direct dezvoltator | 1250 €/mp | TVA inclus,47500.0,47 500 €,https://www.storia.ro/ro/oferta/apartament-38-mp-direct-dezvoltator-1250-mp-tva-inclus-IDEZga,"Apartament 38 mp, Etaj 2, Str. Vișan (lângă Mega Image), Iași
Suprafață utilă: 38 mp
Stadiu: În construcție, finalizare estimată în 2026
Avantaje:
Ideal pentru tineri la început de drum
O alegere sigură pentru investitori, cu randament bun
Perfect pentru cei care preferă întreținere redusă și spațiu eficient
Oferte speciale:
Prețuri promoționale cu bonus pentru primele 10 apartamente
Modalități de plată:
Varianta 1: Plata integrală – 1.250 €/mp
Varianta 2: Plata în tranșe până la finalizare – 1.500 €/mp
Opțiune: 50% la antecontract și 50% la finalizare
Varianta 3: Rate direct la dezvoltator, până la 48 luni
Avans minim 25%, rată de la 990 €/lună
Varianta 4: Credit bancar cu avans de 20% – 1.500 €/mp
Comision 0% – cumpărare directă de la dezvoltator
Dotări incluse:
Centrală termică proprie
Calorifere montate
Tâmplărie PVC cu geam termopan
Gresie, faianță, parchet și uși interioare
Baie complet utilată
Pereți finisați, vopsiți în alb
Contoare individuale pentru toate utilitățile
Bloc în construcție, predare în toamna anului 2026
Pentru vizionări, planuri și detalii complete, contactează-ne.","... | ... | ... | ... | ... | 1 | / | 8 | 47 500 € | 1250 €/m² | Apartament 38 mp | Direct dezvoltator | 1250 €/mp | TVA inclus | Bucium, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 38 m² | Etaj | etajul 2 | Vezi descrierea anunțului | Apartament 38 mp, Etaj 2, Str. Vișan (lângă Mega Image), IașiSuprafață utilă: 38 mpStadiu: În construcție, finalizare estimată în 2026Avantaje:Ideal pentru tineri la început de drumO alegere sigură pe... | Reactualizat | Proprietar"
"Vand apartament 3 camere, decomandat, in zona ultracentrala",220000.0,220 000 €,https://www.storia.ro/ro/oferta/vand-apartament-3-camere-decomandat-in-zona-ultracentrala-IDFYRm,"Apartament 3 camere decomandat, strada Anastasie Panu
Lângă Finante (ANAF)
Etaj 8/10
Principalul avantaj al acestui apartament este amplasarea excelentă – se află la doar câțiva pași de MCM Center, piata subterana Hala Centrala,Palas Mall.
În imediata apropiere se află Liceul Vasile Alexandri, farmacii, stații de autobuz si tramvaie, bănci și spații comerciale, oferind confort și acces rapid la toate serviciile esențiale.
Apartamentul este decomandat, are o suprafață totală de 65,02 mp (fara balcoane).
Apartamentul are 2 balcoane inchise, unul la bucatarie - 2,95mp, iar celalalt la sufragerie (3,93mp).
Proprietatea dispune de :
2 holuri, unul de primire (4mp), iar celalalt de distributie (8,14mp);
sufragerie - 18,08mp;
dormitor 1 - 12,07mp;
dormitor 2 - 11,67mp;
bucatarie - 6,26mp;
baie cu fereastra pentru aerisire naturala - 3,70mp;
debara - 1,14mp;
parchet din lemn masiv, în stare bună și recondiționabil;
Blocul este construit in 1979.Structura este in cadre cu pereti din BCA si caramida, plansee din beton armat.
Apartamentul se poate preda mobilat sau nemobilat, în funcție de preferințele cumpărătorului.
Pretul apartamentului 220000 euro negociabil.
Nota: de preferinta doresc mesaj.","... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | 1 | / | 20 | 220 000 € | 3384 €/m² | Vand apartament 3 camere, decomandat, in zona ultracentrala | Strada Anastasie Panu, Centru, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 65.02 m² | Etaj | etajul 8 | Vezi descrierea anunțului | Apartament 3 camere decomandat, strada Anastasie PanuLângă Finante (ANAF)Etaj 8/10Principalul avantaj al acestui apartament este amplasarea excelentă – se află la doar câțiva pași de MCM Center, piata... | Reactualizat | Proprietar"
"Vand apartament 2 camere decomandat, Tatarasi, etaj intermediar",91000.0,91 000 €,https://www.storia.ro/ro/oferta/vand-apartament-2-camere-decomandat-tatarasi-etaj-intermediar-IDGna9,"Va rog cititi cu atentie tot anuntul, SUNATI DOAR DACA SUNTETI DIRECT INTERESATI! ! 

Momentan apartamentul e locuit, se poate vedea cu o programare in  prealabil.

Proprietar persoana fizica, vad apartament 2 camere decomandat in Tatarasi. Suprafata  totala ~ 40 mp (Su ~ 36 mp + Balcon ~ 4 mp) 

Pentru detalii referitoare la suprafete si compartimentare aveti poza cu schita

Apartamentul se poata achizitiona atat cash cat si prin credit bancar.

Adresa: strada Vasilie Lupu, Nr 102A, Bl G4, et 7 din 10.

Apartamentul se afla la strada principala, la 1 minut de statia de tramvai de la Flora (FLUX).

Apartamentul a fost renovat acum catva ani (schimbat gresie, faianta, obiecte sanitare, geamuri , etc), necesita varuit .

Blocul are izolatie exterioara, apartamentul este foarte calduros iarna, cheltuieli de intretinere mici.

Tamplarie din PVC, balcon mare inchis cu tamplarie din PVC, usa metalica, frigider, aragaz, obiecte de mobilier, etc. , se vinde cu tot ce este in el.

Apartamentul e liber incepand cu data de 01.05.2026.

Apartamentul se vinde si cu o boxa, situata la subsol (subsolul e curat si uscat)","... | ... | ... | ... | 1 | / | 7 | 91 000 € | 2333 €/m² | Vand apartament 2 camere decomandat, Tatarasi, etaj intermediar | Tatarasi Sud, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 39 m² | Etaj | etajul 7 | Vezi descrierea anunțului | Va rog cititi cu atentie tot anuntul, SUNATI DOAR DACA SUNTETI DIRECT INTERESATI! ! 

Momentan apartamentul e locuit, se poate vedea cu o programare in  prealabil.

Proprietar persoana fizica, vad apa... | Agenție imobiliară"
Apartament cu 2 CSD in Mircea,65000.0,65 000 €,https://www.storia.ro/ro/oferta/apartament-cu-2-csd-in-mircea-IDGna2,"Va propunem spre vanzare apartament cu 2 camere  semidecomandat,  situat in cartierul Mircea cel Batran disponibil la etajul 4 din 4, fara probleme cu izolatia. Imobilul este situat in apropiere de piata, statie autobuz, scoli, gradinita. Locuinta este libera. Cheile se predau la notariat. D intern: 1726.","... | ... | ... | 1 | / | 6 | 65 000 € | 1585 €/m² | Apartament cu 2 CSD in Mircea | Strada Cerna, Mircea cel Batran, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 41 m² | Etaj | etajul 4 | Vezi descrierea anunțului | Va propunem spre vanzare apartament cu 2 camere  semidecomandat,  situat in cartierul Mircea cel Batran disponibil la etajul 4 din 4, fara probleme cu izolatia. Imobilul este situat in apropiere de pi... | IMOCONFORT | Agenție imobiliară"
Cu vedere la Palat | 2 camere | 0% Comision,109000.0,109 000 €,https://www.storia.ro/ro/oferta/cu-vedere-la-palat-2-camere-0-comision-IDFAP8,"Se vinde apartament cu 2 camere în zona Podul Roș, în imediata apropiere de Mercury Residence, cu vedere deosebită către Palat.

Imobilul este situat într-un bloc construit în 1975, fără risc seismic, amplasat la etajul 6 din 7, dotat cu lift și cu o scară curată și liniștită.

Apartamentul este decomandat și compartimentat astfel: hol la intrare, bucătărie, baie, hol secundar, dormitor, living cu acces la balcon

Proprietatea beneficiază de centrală termică proprie, tâmplărie PVC cu geam termopan, izolație termică exterioară și a fost recent renovată.

Preț: 109.000 Euro, fără comision!

Pentru detalii sunați la: 0746 550 440 – Cucuteanu Alexandru

Dacă acest apartament nu corespunde nevoilor tale, contactează-ne cu încredere! Echipa B&I Consulting te va ajuta să găsești locuința potrivită pentru tine.","... | ... | ... | ... | ... | ... | ... | ... | 1 | / | 11 | 109 000 € | 1982 €/m² | Cu vedere la Palat | 2 camere | 0% Comision | Soseaua Nationala, Podu Ros, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 55 m² | Etaj | etajul 6 | Vezi descrierea anunțului | Se vinde apartament cu 2 camere în zona Podul Roș, în imediata apropiere de Mercury Residence, cu vedere deosebită către Palat.
Imobilul este situat într-un bloc construit în 1975, fără risc seismic,... | Reactualizat | B&I Consulting | Agenție imobiliară"
Apartament Tatarasi la Bulevard,79000.0,79 000 €,https://www.storia.ro/ro/oferta/apartament-tatarasi-la-bulevard-IDGhdw,"Se ofera spre vanzare apartament 2 camere situat in Tatarasi Flora, la cateva minute de mijlocele de transport in comun. 

Imobilul se afla la etajul 8 din 10, cu o suprfata de 38 mp, intr-un bloc din 1971 fara risc seismic. 

Apartamentul este renovat și dispune:

-Ușa intrare metalică

-Ușile interioare și geamurile GEALAN

-Balcon tripan GEALAN

-Instalație electrică schimbată

-Prize,întrerupătoare de la SCHNEIDER

-Panou electric cu 12 siguranțe

-Instalație sanitară pe cupru

-Cabluri Tv prin perete….etc

-Aer Condiționat

-Centrala termica

Se vinde complet mobilat si utilat pana in cel mai mic detaliu, asa cum se prezinta in poze. 

Pentru detalii si vizionari sunati la 0746/550/440","... | ... | ... | ... | ... | ... | 1 | / | 9 | 79 000 € | 2026 €/m² | Apartament Tatarasi la Bulevard | Strada Vasile Lupu, Tatarasi Sud, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 39 m² | Etaj | etajul 8 | Vezi descrierea anunțului | Se ofera spre vanzare apartament 2 camere situat in Tatarasi Flora, la cateva minute de mijlocele de transport in comun. 
Imobilul se afla la etajul 8 din 10, cu o suprfata de 38 mp, intr-un bloc din... | Reactualizat | B&I Consulting | Agenție imobiliară"
"Dezvoltator: Finisaje Premium 2 Cam,54.84 m2 Pacurari, MUTARE IMEDIATA",124699.0,124 699 €,https://www.storia.ro/ro/oferta/dezvoltator-finisaje-premium-2-cam-54-84-m2-pacurari-mutare-imediata-IDsLeG,"Dezvoltator: Finisaje premium 2 Cam TIP 10, 54.84 m2, Pacurari cu MUTARE IMEDIATA, bloc finalizat si cladire intabulata!

T&R Millennium vă prezintă un nou concept imobiliar de apartamente spațioase cu 1, 2, 3 și 4 camere.

Detalii construcție:Construcție solidă cu structură realizată din cadre de beton și caramidăBetonul folosit la construirea ansamblului este B400Pereți exteriori și compartimentări exclusiv din cărămidă, tencuiți mecanizatFațadă ventilată placată cu vată bazaltică – 10 CM și placaj modern de fibrociment
Regimul de înălțime a ansamblului: subsol+demisol + parter + 8 etaje

Dotări Apartamente:Incalzire in pardosealaFerestre mari concepute pentru a asigura o luminozitate naturalăSupraveghere video 24/7Statie de incarcare autoturisme electriceBaie utilataTamplarie PVC 85 mm, 6 camereFeronerie MACO si manere HOPPEGeam izolant 3 sticle grosime, 48mm, 4s+float+low-e +argonCentrala termica proprieObiecte sanitare ceramiceParchet special de o calitate superioară pentru încălzirea în pardosealăArhitectura si interioare la nivel superiorUsi interioare la alegereUsa intrare – metalicaParcare supraterana betonata si pavataCasa scarii placata cu granitLifturi silentioase SCHINDLERVideo InterfonContoare individuale proprii

Apartament 2 Camere TIP 10 decomandat: suprafață - 54.84 m2
Cameră de zi: 18,65 m2
Hol acces: 6.47 m2
Dormitor: 12.24 m2
Bucătărie: 5.40 m2
Baie: 4.50 m2
Terasă: 7,56 m2

Unul din principalele atuuri ale proiectului este reprezentat de pozitionarea exceptionala, la 100 m de Bld. Pacurari, beneficiind in acelasi timp de toate avantajele specifice zonei.
TR Millennium vine în întâmpinarea clientilor dispunând de facilitățile specifice amplasării într-o zonă excelentă, fiind poziționat la 7 minute de Palas Mall, la 6 minute de Universitatea Alexandru Ioan Cuza, 5 minute de universitatea de Medicină și Farmacie ""Grigore T. Popa"" și la 6 minute de zona Copou, la 300m de bulevardul Păcurari și aproape de Carrefour Era Pacurari, Kaufland Pacurari, Praktiker Pacurari, MobExpert, Decathlon și de mijloacele de transport în comun. În imediata apropriere găsim unități de învățământ: grădinițe, școli, licee și universități.

Facilități:
- baie utilată
- bucătărie inchisă
- ferestre PVC de 85 mm, 6 camere
- incălzire în pardoseală
- lifturi performante
- parcare subterană și supraterană
- sistem SmartHome
- spațiu verde
- stații de încărcare auto
- supraveghere video 24/7

Hai la showroom-ul nostru ca să îți prezentăm un concept unic în Iași!
Str. Iancu Flondor, nr. 2B
Contact: 0745.020.031","... | ... | 1 | / | 5 | 124 699 € | 2274 €/m² | Dezvoltator: Finisaje Premium 2 Cam,54.84 m2 Pacurari, MUTARE IMEDIATA | Pacurari, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 54.84 m² | Vezi descrierea anunțului | Dezvoltator: Finisaje premium 2 Cam TIP 10, 54.84 m2, Pacurari cu MUTARE IMEDIATA, bloc finalizat si cladire intabulata!T&amp;R Millennium vă prezintă un nou concept imobiliar de apartamente spațioase... | Reactualizat | Office TR Millennium | Agenție imobiliară"
"Ap. 3 Camere 85,93 m2 Păcurari-FINALIZAT - CLADIRE INTABULATA!",180137.0,180 137 €,https://www.storia.ro/ro/oferta/ap-3-camere-85-93-m2-pcurari-finalizat-cladire-intabulata-IDsgmC,"T&R Millennium vă prezintă un nou concept imobiliar de apartamente spațioase cu 1, 2, 3 și 4 camere in bloc finalizat/cladire intabulata! Posibilitate de achizitie cu CREDIT BANCAR!

Detalii construcție:Construcție solidă cu structură realizată din cadre de beton și caramidăBetonul folosit la construirea ansamblului este B400Pereți exteriori și compartimentări exclusiv din cărămidă, tencuiți mecanizatFațadă ventilată placată cu vată bazaltică – 10 CM și placaj modern de fibrociment

Regimul de înălțime a ansamblului: subsol+demisol + parter + 8 etaje

Dotări Apartamente:Incalzire in pardosealaFerestre mari concepute pentru a asigura o luminozitate naturalăSupraveghere video 24/7Statie de incarcare autoturisme electriceBaie utilataTamplarie PVC 85 mm, 6 camereFeronerie MACO si manere HOPPEGeam izolant 3 sticle grosime, 48mm, 4s+float+low-e +argonCentrala termica proprieObiecte sanitare ceramiceParchet special de o calitate superioară pentru încălzirea în pardosealăArhitectura si interioare la nivel superiorUsi interioare la alegereUsa intrare – metalicaParcare supraterana betonata si pavataCasa scarii placata cu granitLifturi silentioase SCHINDLERVideo InterfonContoare individuale proprii

Apartament 3 Camere decomandat: suprafață – 85,93m2
Hol acces: 2,93 m²
Baie: 3,99 m²
Hol: 5,16 m²
Dormitor principal: 13,01 m²
Baie: 2,71 m²
Dormitor: 12,90 m²
Camera de zi: 30,19 m²
Bucatarie: 9,53 m²
Balcon: 5,51 m²

Unul din principalele atuuri ale proiectului este reprezentat de pozitionarea exceptionala, la 100 m de Bld. Pacurari, beneficiind in acelasi timp de toate avantajele specifice zonei.
TR Millennium vine în întâmpinarea clientilor dispunând de facilitățile specifice amplasării într-o zonă excelentă, fiind poziționat la 7 minute de Palas Mall, la 6 minute de Universitatea Alexandru Ioan Cuza, 5 minute de universitatea de Medicină și Farmacie ""Grigore T. Popa"" și la 6 minute de zona Copou, la 300m de bulevardul Păcurari și aproape de Carrefour Era Pacurari, Kaufland Pacurari, Praktiker Pacurari, MobExpert, Decathlon și de mijloacele de transport în comun. În imediata apropriere găsim unități de învățământ: grădinițe, școli, licee și universități.

Facilități:
- baie utilată
- bucătărie inchisă
- ferestre PVC de 85 mm, 6 camere
- incălzire în pardoseală
- lifturi performante
- parcare subterană și supraterană
- sistem SmartHome
- spațiu verde
- supraveghere video 24/7

Hai la showroom-ul nostru ca să îți prezentăm un concept unic în Iași!
Str. Iancu Flondor, nr. 2B
Contact: 0745.020.031","... | ... | 1 | / | 5 | 180 137 € | 2096 €/m² | Ap. 3 Camere 85,93 m2 Păcurari-FINALIZAT - CLADIRE INTABULATA! | Pacurari, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 85.93 m² | Vezi descrierea anunțului | T&amp;R Millennium vă prezintă un nou concept imobiliar de apartamente spațioase cu 1, 2, 3 și 4 camere in bloc finalizat/cladire intabulata! Posibilitate de achizitie cu CREDIT BANCAR!Detalii constru... | Reactualizat | Office TR Millennium | Agenție imobiliară"
Apartament 3 camere Cantemir *** Full Confort *** Fara Risc Seismic,110000.0,110 000 €,https://www.storia.ro/ro/oferta/apartament-3-camere-cantemir-full-confort-fara-risc-seismic-IDG9xX,"*** Persoana fizica ***

Apartament 3 camere, mobilat utilat premium, zona Cantemir.

Apartamentul a fost renovat in totalitate, cu o firma specializata, atat pe partea de constructie cat si pe partea de design.

Detalii de renovare:

- decopertata toata tencuiala pereților pana la caramida a peretii interiori si reconstruita din materiale noi

- izolație exterioara pe toată fațada blocului cu certificat energetic pentru clasa A pentru apartament

- tencuieli si sape mecanizate;

- tamplarie termopan cu rulouri exterioare cu fagure din spuma poliuretanica

- usa metalica, blindata; 2.000 eu

- aer conditionat cu functie de încălzire (12.000 BTU);

- aparataj electric schimbat: prize, sigurante, etc.

- gresie, faianta, parchet, doar calitate premium

- mobilier facut la comanda producator de top;

- electrocasnice TV-uri, incluse in pret: frigider, cuptor electric, masina de uscat rufe, masina de spalat rufe"" plita, etc.

Costurile totale de renovare + mobilier + electrocasnice au fost de aproximativ 30.000 Eu

Apartamentul este unul cu totul special, pentru clientii care apreciaza calitatea si bunul gust.

Apartamentul este situat în zona Cantemir – Restaurant Alila - Gara internationala - Scoala Ion Neculce, cu o priveliste foarte frumoasa spre mănăstirea Galata cu zona de vile și duplexuri in prim plan.

• Caracteristici principale:

- Compartimentare inteligentă: Apartamentul dispune de un living cu bucatarie moderna incorporata, două dormitoare, o singură baie spațioasă, perfecte pentru momentele de relaxare.

- Apartamentul este echipat cu un sistem modern de încălzire, care asigură un confort termic superior și o eficiență energetică ridicată, cu facturi doveditoare pe timp de iarna de maxim 100 ron.

Apartamentul este dotat cu centrală termică proprie prin condensare, aer condiționat, toate electrocasnicele de care ai nevoie pentru un confort sporit.

- Acces facil: Locația excelentă din zona Cantemir îți oferă acces rapid la mijloacele de transport în comun, la doar 5 minute de mers pe jos.","... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | 1 | / | 21 | 110 000 € | 2444 €/m² | Apartament 3 camere Cantemir *** Full Confort *** Fara Risc Seismic | Cantemir, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 45 m² | Etaj | etajul 2 | Vezi descrierea anunțului | *** Persoana fizica ***Apartament 3 camere, mobilat utilat premium, zona Cantemir.Apartamentul a fost renovat in totalitate, cu o firma specializata, atat pe partea de constructie cat si pe partea de ... | Reactualizat | Proprietar"
"Apartament 3 camere, hol pătrat, 71.2mp",126000.0,126 000 €,https://www.storia.ro/ro/oferta/apartament-3-camere-hol-ptrat-71-2mp-IDGn44,"Vindem apartament cu compartimentare deosebită în Dacia de 71.2 mp, situat la etajul 2 într-un bloc cu 4 etaje, construit din beton în 1980. Încălzirea se face pe gaz, iar feroneria este din termopan, are doua băi bucatarie închisă cu acces la balcon.

Apartamentul se află în cartierul Dacia, o zonă bine conectată. În apropiere găsești:Grădinița nr 15 la 730 mȘcoala Generală nr. 3 ""Alexandru Vlahuță"" la 429 mParcul Dacia la 252 mSupermarket Lidl la 607 mBaruri și restaurante variate, inclusiv ""Coliba Moldovenilor"" la 271 m.
Apartamentul beneficiază și de o izolație exterioară din polistiren.","... | ... | ... | ... | ... | ... | ... | ... | ... | 1 | / | 12 | 126 000 € | 1770 €/m² | Apartament 3 camere, hol pătrat, 71.2mp | Dacia, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 71.2 m² | Etaj | etajul 2 | Vezi descrierea anunțului | Vindem apartament cu compartimentare deosebită în Dacia de 71.2 mp, situat la etajul 2 într-un bloc cu 4 etaje, construit din beton în 1980. Încălzirea se face pe gaz, iar feroneria este din termopan,... | Agenție imobiliară"
Apartament cu 3 camere Dacia - etaj intermediar,81400.0,81 400 €,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-dacia-etaj-intermediar-IDGn10,"Va propun spre vanzare un apartament cu 3 camere, semidecomandat, 52mp, situat in cartierul Dacia, la etajul 3 al unui bloc de 4 nivele construit in anul 1978, FARA risc seismic. Apartamentul este unul modest si necesita renovare dupa bunul plac.
Punct de reper: statia de autobuz si tramvai Bicaz
Pret: 81.400 euro, se accepta credit
Pentru detalii suplimentare și vizionări, vă rog să mă contactați telefonic sau pe WhatsApp la 0757 516 157 – Ionuț Anghel","... | ... | ... | ... | ... | ... | 1 | / | 9 | 81 400 € | 1565 €/m² | Apartament cu 3 camere Dacia - etaj intermediar | Dacia, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 52 m² | Etaj | etajul 3 | Vezi descrierea anunțului | Va propun spre vanzare un apartament cu 3 camere, semidecomandat, 52mp, situat in cartierul Dacia, la etajul 3 al unui bloc de 4 nivele construit in anul 1978, FARA risc seismic. Apartamentul este unu... | IDEAL HOME | Agenție imobiliară"
"Apartament 2 camere cu terasa/grădină, Galata, Iasi",132500.0,132 500 €,https://www.storia.ro/ro/oferta/apartament-2-camere-cu-terasa-grdin-galata-iasi-IDFRPy,"Proprietar!!
Vand apartament cu 2 camere cu terasa/curte proprie, in zona galata, soseaua Iasi-Voinesti.
Suprafata utila apartament 50 m2.
Suprafata terasa 60 m2.
Un loc de parcare inclus.
Apartamentul este decomandat.
Se vinde complet mobilat si utilat ( masina de spalat rufe, masina de spalat vase, cuptor, plita pe gaz, cuptor cu microunde, 2x TV, frigider, etc).
Apartamentul dispune de centrala proprie pe gaz.

Cu acces ușor la:Spitalul ""Arcadia"" (1.8 km)Supermarket ""Kaufland"" (860 m)Diverse magazine de proximitate (sub 1 km)Stații de autobuz (la 328 m)Sala de sport (1.3 km)Centrul comercial ""Family Market Miroslava"" (1.1 km)
Pret 132 500 euro negociabil.
Această proprietate este perfectă pentru cei care își doresc o casă modernă cu avantajul unei curți/terase private de mari dimensiuni!
Contact : 0749. 915. 387","... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | 1 | / | 16 | 132 500 € | 2650 €/m² | Apartament 2 camere cu terasa/grădină, Galata, Iasi | Soseaua Voinesti, Galata, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 50 m² | Etaj | parter | Vezi descrierea anunțului | Proprietar!!Vand apartament cu 2 camere cu terasa/curte proprie, in zona galata, soseaua Iasi-Voinesti.Suprafata utila apartament 50 m2.Suprafata terasa 60 m2.Un loc de parcare inclus.Apartamentul est... | Reactualizat | Proprietar"
Apartament doua camere Tatarasi complex Green Park,87500.0,87 500 €,https://www.storia.ro/ro/oferta/apartament-doua-camere-tatarasi-complex-green-park-IDGmXF,"Apartament doua camere situat in complex nou Green Park , imobilul este compus din dormitor, living,bucatarie si baie , cu vedere la bulevard , apartamentul dispune si de o boxa ,pretabil si pentru investitie , se poate achizitiona si cu credit , pret neg","... | ... | ... | ... | ... | ... | ... | ... | 1 | / | 11 | 87 500 € | 1716 €/m² | Apartament doua camere Tatarasi complex Green Park | Tatarasi Sud, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 51 m² | Etaj | etajul 7 | Vezi descrierea anunțului | Apartament doua camere situat in complex nou Green Park , imobilul este compus din dormitor, living,bucatarie si baie , cu vedere la bulevard , apartamentul dispune si de o boxa ,pretabil si pentru in... | Capital Real Estate | Agenție imobiliară"
Apartament 2 camere decomandat-Podu Ros-etaj 3-bloc fara risc,85000.0,85 000 €,https://www.storia.ro/ro/oferta/apartament-2-camere-decomandat-podu-ros-etaj-3-bloc-fara-risc-IDGmWp,"Invest Imobiliare va propune spre vanzare un apartament cu 2 camere, model decomandat circular, situat in zona Podu ros, in apropiere de sensul giratoriu. Acces rapid la mijloacele de transport, scoli, magazine, supermarketuri, parcuri, locuri de joaca.

Imobilul se afla la etajul 3/4, intr-un bloc fara grad de risc seismic. Blocul dispune de pozitionare foarte buna, scara curata cu interfon.
Apartamentul beneficiaza de centrala proprie, balcon închis, geamuri termopan, usa metalica, parchet, gresie.

Pret 85.000 euro negociabil.
Se accepta plata cash sau credit.
Pentru detalii sau vizionari va stau la dispozitie: 0749 994 224","... | ... | ... | ... | 1 | / | 7 | 85 000 € | 2073 €/m² | Apartament 2 camere decomandat-Podu Ros-etaj 3-bloc fara risc | Podu Ros, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 41 m² | Etaj | etajul 3 | Vezi descrierea anunțului | Invest Imobiliare va propune spre vanzare un apartament cu 2 camere, model decomandat circular, situat in zona Podu ros, in apropiere de sensul giratoriu. Acces rapid la mijloacele de transport, scoli... | INVEST IMOBILIARE | Agenție imobiliară"
Liceul Miron Costin – Alexandru Cel Bun – 3 camere – 55 MP,94500.0,94 500 €,https://www.storia.ro/ro/oferta/liceul-miron-costin-alexandru-cel-bun-3-camere-55-mp-IDGmW7,"Se oferă spre vânzare un apartament cu 3 camere semidecomandat, situat în cartierul Alexandru Cel Bun, la etajul 10/10 al unui bloc construit în 1971, fără risc seismic, cu o suprafață totală de 55mp.
Locuința beneficiază de :centrală termică proprietâmplărie PVCbalcon generos
Imobilul are o compartimentare eficientă și este compus din:2 dormitoare decomandatelivingbucătărie separatăbaiehol
Zona este liniștită și are acces facil către statiile de transport public, Liceul Teoretic ""Miron Costin"", Piața Alexandru, parcuri și locuri de joacă.
Se vinde mobiat și utilat, exact ca in poze!
Apartamentul se poate achiziționa atât prin plata cash, cât și prin credit ipotecar.
 Pentru detalii și programări la vizionare: Cosmina Irimia","... | ... | ... | ... | 1 | / | 7 | 94 500 € | 1718 €/m² | Liceul Miron Costin – Alexandru Cel Bun – 3 camere – 55 MP | Alexandru Cel Bun, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 55 m² | Etaj | etajul 10 | Vezi descrierea anunțului | Se oferă spre vânzare un apartament cu 3 camere semidecomandat, situat în cartierul Alexandru Cel Bun, la etajul 10/10 al unui bloc construit în 1971, fără risc seismic, cu o suprafață totală de 55mp.... | Viva Imobiliare | Agenție imobiliară"
Apartament 2 camere decomandat-Podu Ros-Piata Nicolina,102000.0,102 000 €,https://www.storia.ro/ro/oferta/apartament-2-camere-decomandat-podu-ros-piata-nicolina-IDGmUS,"Invest Imobiliare vă propune spre vânzare un apartament cu 2 camere, model decomandat de 51,5 mp, situat în zona Podu Roș, aproape de Piața Nicolina și Dedeman. Acces rapid la mijloacele de transport, școli, magazine, supermarketuri, grădinițe.

Imobilul se află într-un bloc turn, prevăzut cu 2 lifturi, scară curată și interfon. 
Blocul a fost contruit în anul 1975 și nu prezintă grad de risc seismic.

Apartamentul prezintă îmbunătățiri precum: centrală nouă in condensare Vaillant, 2 aparate de aer condiționat, parchet, gresie, faianță, geamuri termopan de calitate, izolație exterioară. Dispune de 2 balcoane si o debara pentru depozitare.

Se vinde complet mobilat și utilat, așa cum se vede în poze. 
Mutare imediată. Se acceptă credit.

Preț 102.000 euro negociabil.
Pentru detalii sau vizionari sunați la: 0749 994 224","... | ... | ... | ... | ... | ... | ... | ... | ... | ... | 1 | / | 13 | 102 000 € | 1962 €/m² | Apartament 2 camere decomandat-Podu Ros-Piata Nicolina | Tesatura, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 52 m² | Etaj | etajul 9 | Vezi descrierea anunțului | Invest Imobiliare vă propune spre vânzare un apartament cu 2 camere, model decomandat de 51,5 mp, situat în zona Podu Roș, aproape de Piața Nicolina și Dedeman. Acces rapid la mijloacele de transport,... | INVEST IMOBILIARE | Agenție imobiliară"
